Appendix S1. Occurrence data for the 73 sarcophagid species used in this study . Empty cells are missing data (i.e. were absent in specimens labels or method description).,,,,,,,,,,,,,,,,,,,,,,
Country,State_or_Province,Municipality,Locality,Latitude,Longitude,Species_name,,Method (Collecting information),Determiner,Collector,Data,Reference,Remarks,Original genus,Original species,Modified,Source of data,Qualifier ,Uncertanty (m),Coordinate validity,Equal longitude and latitude ,Plain zeros 
Brasil,MA,Rosário,Igarapé Paraqueú,-2.94557,-44.20211,Oxysarcodexia admixta,, ,H.S. Lopes,Berla,20-22.xi.1970, , ,Oxysarcodexia,admixta,no,MZUSP,Poor,14.77,TRUE,TRUE,TRUE
Brasil,SC,Joinville, ,-26.24419,-48.95138,Oxysarcodexia admixta,, ,H.S. Lopes,H.S. Lopes,26.i.1972, , ,Oxysarcodexia,admixta,no,MZUSP,Poor,18.93,TRUE,TRUE,TRUE
Brasil,SC,Blumenau, ,-26.88501,-49.09703,Oxysarcodexia admixta,, ,H.S. Lopes,H.S. Lopes,24.i.1972, , ,Oxysarcodexia,admixta,no,MZUSP,Poor,12.85,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia amorosa,, ,H.S. Lopes,H.S. Lopes,4.vii.1971, , ,Oxysarcodexia,amorosa,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Oxysarcodexia amorosa,, ,H.S. Lopes,H.S. Lopes, , ,Cultura 251; 125,Oxysarcodexia,amorosa,no,MZUSP,Poor,19.55,TRUE,TRUE,TRUE
Brasil,SP,Cubatão, ,-23.8659,-46.4082,Oxysarcodexia amorosa,, ,H.S. Lopes, , , , ,Sarcophaga,amorosa,yes,MZUSP,Poor,6.74,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Lipoptilocnema crispula,, ,H.S. Lopes,H.S. Lopes,27.vi.1971, , ,Lipoptilocnema,crispula,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,MG,Belo Horizonte, ,-19.90274,-43.95988,Lipoptilocnema crispula,, , ,H.S. Lopes,1940, ,73,Lipoptilocnema,crispula,no,MZUSP,Poor,10.27,TRUE,TRUE,TRUE
Brasil,RJ,Magé, ,-22.61359,-43.11314,Lipoptilocnema crispula,, , ,R.C. Shannon,vii.1939, , ,Lipoptilocnema,crispula,no,MZUSP,Poor,11.12,TRUE,TRUE,TRUE
Brasil,SP,Barueri, ,-23.50528,-46.87725,Lipoptilocnema lanei,, ,H.S. Lopes,K. Lenkoi,15.i.1966, , ,Lipoptilocnema,lanei,no,MZUSP,Poor,4.57,TRUE,TRUE,TRUE
Brasil,SP,Salesópolis,Estação Biológica da Boracéia,-23.5802,-45.84259,Lipoptilocnema lanei,, ,H.S. Lopes,Rabello,13.iii.1964, , ,Lipoptilocnema,lanei,no,MZUSP,Poor,11.63,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Ipiranga,-23.5814,-46.6098,Lipoptilocnema lanei,, ,H.S. Lopes,M. Carrera,23.x.1939, , ,Lipoptilocnema,lanei,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,PR,Curitiba, ,-25.47789,-49.28826,Lipoptilocnema lanei,, ,H.S. Lopes,H.S. Lopes,8.iii.1972, , ,Lipoptilocnema,lanei,no,MZUSP,Poor,11.77,TRUE,TRUE,TRUE
Brasil,SP,Registro, ,-24.50399,-47.82075,Lipoptilocnema lanei,, ,H.S. Lopes,H.S. Lopes,5.i.1972, , ,Lipoptilocnema,lanei,no,MZUSP,Poor,15.16,TRUE,TRUE,TRUE
Brasil,RS,Gramado, ,-29.38598,-50.89746,Lipoptilocnema lanei,, ,H.S. Lopes,H.S. Lopes,17.i.1972, , ,Lipoptilocnema,lanei,no,MZUSP,Poor,8.7,TRUE,TRUE,TRUE
Brasil,SC,Nova Teutônia, ,-27.18333,-52.38333,Lipoptilocnema lanei,, ,H.S. Lopes,Fritz Plaumann,iii.1971, ,300-500m,Lipoptilocnema,lanei,no,MZUSP,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia admixta,, ,H.S. Lopes,H.S. Lopes,3.ix.1971, , ,Oxysarcodexia,admixta,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Oxysarcodexia admixta,, ,H.S. Lopes,H.S. Lopes,21.xii.1970, , ,Oxysarcodexia,admixta,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Lepidodexia (Notochaeta) cognata,, ,H.S. Lopes,H.S. Lopes,18.iii.1937, ,Parátipo; 55,Lepidodexia,aldrichi,yes,MZUSP,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Lepidodexia (Notochaeta) cognata,, ,H.S. Lopes,H.S. Lopes,12.xi.1972, , ,Lepidodexia,aldrichi,yes,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis,Jussaral,-23.0067,-44.3181,Lepidodexia (Notochaeta) cognata,, ,H.S. Lopes,H.S. Lopes,x.1985, ,Parátipo,Lepidodexia,aldrichi,yes,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,Itaquaquecetuba, ,-23.46146,-46.33388,Lepidodexia (Orodexia) opima,, ,C.H.T.T., ,19.iii, ,Parátipo,Lepidodexia,opima,no,MZUSP,Poor,5.13,TRUE,TRUE,TRUE
Brasil,SP,Salesópolis,Estação Biológica da Boracéia,-23.5802,-45.84259,Lepidodexia (Orodexia) opima,, ,H.S. Lopes,Travassos F. & Rabello,25-28.iii.1949, ,850m,Lepidodexia,opima,no,MZUSP,Poor,11.63,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Lepidodexia (Orodexia) opima,, , ,H.S. Lopes,1.i.1939, ,57,Lepidodexia,opima,no,MZUSP,Poor,19.55,TRUE,TRUE,TRUE
Brasil,SP,Castilho,margem esquerda rio Paraná,-20.89761,-51.57025,Oxysarcodexia amorosa,, ,H.S. Lopes, ,1.xii.1964, ,Exp. Depto. Zool.,Oxysarcodexia,amorosa,no,MZUSP,Poor,18.41,TRUE,TRUE,TRUE
Brasil,SP,Ilha Comprida, ,-24.86188,-47.71978,Oxysarcodexia amorosa,, ,H.S. Lopes,Rabello,6.x.1961, , ,Oxysarcodexia,amorosa,no,MZUSP,Poor,7.82,TRUE,TRUE,TRUE
Brasil,SP,Ilha de Santo Amaro,Prainha Branca,-23.9906,-46.2503,Oxysarcodexia amorosa,, ,H.S. Lopes,F.Val.,xi.1969, , ,Oxysarcodexia,amorosa,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,RJ,Itatiaia, ,-22.44178,-44.58832,Oxysarcodexia culminata,, ,H.S. Lopes,F.Berla,14.viii.1971, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,8.83,TRUE,TRUE,TRUE
Brasil,SP,Campos do Jordão, ,-22.70173,-45.53307,Oxysarcodexia culminata,, ,H.S. Lopes,Wygodzinsky,iii.1945, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,9.62,TRUE,TRUE,TRUE
Brasil,PR,Curitiba, ,-25.47789,-49.28826,Oxysarcodexia culminata,, ,H.S. Lopes,H.S. Lopes,10.iii.1972, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,11.77,TRUE,TRUE,TRUE
Brasil,SC,Rio das Antas, ,-26.90892,-51.06307,Oxysarcodexia culminata,, ,H.S. Lopes,Camargo,i.1953, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,10.06,TRUE,TRUE,TRUE
Brasil,PR,Rio Negro, ,-26.09479,-49.68348,Oxysarcodexia culminata,, ,H.S. Lopes,H.S. Lopes,12.i.1972, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,13.87,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Butantã,-23.65008,-46.64811,Oxysarcodexia culminata,, ,H.S. Lopes,L. Travassos Filho,viii.1971, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,22,TRUE,TRUE,TRUE
Brasil,RS,Gramado, ,-29.38598,-50.89746,Oxysarcodexia culminata,, ,H.S. Lopes,H.S. Lopes,16.i.1972, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,8.7,TRUE,TRUE,TRUE
Brasil,SC,São Bento do Sul, ,-26.29551,-49.3506,Oxysarcodexia culminata,, ,H.S. Lopes,H. Ebert,6.xii.1969, , ,Oxysarcodexia,culminata,no,MZUSP,Poor,12.64,TRUE,TRUE,TRUE
Brasil,SP,Mariporã, ,-23.31727,-46.56127,Oxysarcodexia paulistanensis,, ,H.S. Lopes,C.Costa,2-14.i.1968, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,10.1,TRUE,TRUE,TRUE
Brasil,SP,Barueri, ,-23.50528,-46.87725,Oxysarcodexia paulistanensis,, ,H.S. Lopes,K. Lenkoi,6.xii.1965, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,4.57,TRUE,TRUE,TRUE
Brasil,SP,Salesópolis,Estação Biológica da Boracéia,-23.5802,-45.84259,Oxysarcodexia paulistanensis,, ,H.S. Lopes, ,viii.1966, ,Exp.Dep. Zoologia,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,11.63,TRUE,TRUE,TRUE
Brasil,SP,Boa Esperança do Sul,Fazenda Itaquerê,-21.93501,-48.46359,Oxysarcodexia paulistanensis,, ,H.S. Lopes,K. Lenkoi,17.xii.1964, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,14.83,TRUE,TRUE,TRUE
Brasil,SC,São Bento do Sul, ,-26.29551,-49.3506,Oxysarcodexia injuncta,, ,H.S. Lopes,H.Ebert,6.xii.1969, , ,Oxysarcodexia,plaumanni,yes,MZUSP,Poor,12.64,TRUE,TRUE,TRUE
Brasil,SP,Poá, ,-23.53048,-46.34678,Oxysarcodexia paulistanensis,, ,H.S. Lopes,Rabello, , , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,2.34,TRUE,TRUE,TRUE
Brasil,RS,Pelotas, ,-31.58117,-52.34116,Oxysarcodexia paulistanensis,, ,H.S. Lopes,J. Lucia Mantovani - Biezanko,20.x.1963, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,22.64,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Cantareira,-23.4667,-46.6333,Oxysarcodexia paulistanensis,, ,H.S. Lopes, , , , ,Sarcophaga,amarali,yes,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,Campos do Jordão, ,-22.70173,-45.53307,Oxysarcodexia paulistanensis,, , ,Lopes & Izecksohn,25-31.i.1959, , ,Sarcophaga,amarali,yes,MZUSP,Poor,9.62,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Ipiranga,-23.5814,-46.6098,Oxysarcodexia paulistanensis,, ,H.S. Lopes,L.T.F.,8.xii.1938, , ,Oxysarcodexia,amarali,yes,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Oxysarcodexia paulistanensis,, ,H.S. Lopes, , , , ,Sarcophaga,amarali,yes,MZUSP,Poor,22,TRUE,TRUE,TRUE
Brasil,RJ,Nova Friburgo,Mury,-22.2819,-42.5311,Oxysarcodexia paulistanensis,, ,H.S. Lopes, ,1-2.xi.1970, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,SC,Nova Teutônia, ,-27.18333,-52.38333,Oxysarcodexia paulistanensis,, ,H.S. Lopes,Fritz Plaumann,vii.1970, ,300-500m,Oxysarcodexia,paulistanensis,no,MZUSP,Excellent, ,TRUE,TRUE,TRUE
Brasil,PR,Curitiba, ,-25.47789,-49.28826,Oxysarcodexia paulistanensis,, ,H.S. Lopes,A.M. Borba,10.iii.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,11.77,TRUE,TRUE,TRUE
Brasil,SC,Blumenau, ,-26.88501,-49.09703,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,24.i.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,12.85,TRUE,TRUE,TRUE
Brasil,PR,Castro, ,-24.79961,-49.84167,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,iv.1971, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,28.39,TRUE,TRUE,TRUE
Brasil,SC,Joinville, ,-26.24419,-48.95138,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,26.i.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,18.93,TRUE,TRUE,TRUE
Brasil,PR,Rio Negro, ,-26.09479,-49.68348,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,12.i.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,13.87,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,27.xi.1970, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,RS,Gramado, ,-29.38598,-50.89746,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,17.i.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,8.7,TRUE,TRUE,TRUE
Brasil,SP,Barueri, ,-23.50528,-46.87725,Oxysarcodexia thornax,, , ,K. Lenkoi,9.i.1966, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,4.57,TRUE,TRUE,TRUE
Brasil,SC,Florianópolis, ,-27.5779,-48.50817,Oxysarcodexia thornax,, , ,Casemiro,vii.1960, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,14.66,TRUE,TRUE,TRUE
Brasil,SP,São Paulo, ,-23.65008,-46.64811,Oxysarcodexia thornax,, , ,M.P. Barretto,ii.1943, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,22,TRUE,TRUE,TRUE
Brasil,TO,Gurupi,Estr. Belém-Brasília,-11.65206,-48.88664,Oxysarcodexia thornax,, , ,L. Gomes,v.1965, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,24.18,TRUE,TRUE,TRUE
Brasil,TO,Tocantinópolis, ,-6.25715,-47.53758,Oxysarcodexia thornax,, , ,L. Gomes,iii.1965, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,18.52,TRUE,TRUE,TRUE
Brasil,SP,Anhembi,Faz. Bar. Rico,-22.80007,-48.17473,Oxysarcodexia thornax,, , ,LTF - A. Barroso,v.1959, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,15.31,TRUE,TRUE,TRUE
Brasil,SP,Cubatão, ,-23.8659,-46.4082,Oxysarcodexia paulistanensis,, ,H.S. Lopes,"Pereira, Martinez, Werner, d'Analretia",15.xii.1955, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,6.74,TRUE,TRUE,TRUE
Brasil,SP,Campos do Jordão,Eugenio Lefreve,-22.92,-45.46,Oxysarcodexia paulistanensis,, ,H.S. Lopes,"L. Trav. F. & M. Kuhlmann, C. Gans & S. Medeiros",11.xi.1953, ,1200m,Oxysarcodexia,paulistanensis,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,SC,Rio das Antas, ,-26.90892,-51.06307,Oxysarcodexia paulistanensis,, ,H.S. Lopes,Camargo,i.1953, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,10.06,TRUE,TRUE,TRUE
Brasil,RS,Porto Alegre, ,-30.09539,-51.16507,Oxysarcodexia paulistanensis,, ,H.S. Lopes,P. Cabral,1954, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,12.57,TRUE,TRUE,TRUE
Brasil,SC,Nova Teutônia, ,-27.18333,-52.38333,Oxysarcodexia injuncta,, ,H.S. Lopes,Fritz Plaumann,iii.1971, ,300-500m; Parátipo,Oxysarcodexia,plaumani,yes,MZUSP,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Nova Friburgo,Mury,-22.2819,-42.5311,Oxysarcodexia injuncta,, ,H.S. Lopes,Gred & Guimarães,1-2.xi.1970, , ,Oxysarcodexia,plaumani,yes,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,PR,Castro, ,-24.79961,-49.84167,Oxysarcodexia injuncta,, ,H.S. Lopes,H.S. Lopes,10.i.1972, , ,Oxysarcodexia,plaumani,yes,MZUSP,Poor,28.39,TRUE,TRUE,TRUE
Brasil,SP,Campos do Jordão, ,-22.70173,-45.53307,Oxysarcodexia injuncta,, ,H.S. Lopes,H. Ebert,4.i.1970, , ,Oxysarcodexia,plaumani,yes,MZUSP,Poor,9.62,TRUE,TRUE,TRUE
Brasil,SP,Salesópolis, ,-23.5802,-45.84259,Oxysarcodexia injuncta,, ,H.S. Lopes, ,viii.1966, ,Exp. Depto. Zool.,Oxysarcodexia,plaumani,yes,MZUSP,Poor,11.63,TRUE,TRUE,TRUE
Brasil,RJ,Itatiaia, ,-22.44178,-44.58832,Oxysarcodexia injuncta,, ,H.S. Lopes,C.d'Anreta,i.1948, ,1800m; macieiras,Oxysarcodexia,plaumani,yes,MZUSP,Poor,8.83,TRUE,TRUE,TRUE
Brasil,SC,Florianópolis, ,-27.5779,-48.50817,Oxysarcodexia injuncta,, ,H.S. Lopes,Casemiro,vii.1960, , ,Oxysarcodexia,plaumani,yes,MZUSP,Poor,14.66,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Butantã,-23.65008,-46.64811,Oxysarcodexia riograndensis,, ,H.S. Lopes,L. Travassos F.,viii.1971, , ,Oxysarcodexia,riograndensis,no,MZUSP,Poor,22,TRUE,TRUE,TRUE
Brasil,RS,São Leopoldo, ,-29.75539,-51.14498,Oxysarcodexia riograndensis,, ,H.S. Lopes,C.Valle,14.ix.1965, , ,Oxysarcodexia,riograndensis,no,MZUSP,Poor,5.72,TRUE,TRUE,TRUE
Brasil,ES,Itaguaçu, ,-19.72844,-40.86457,Oxysarcodexia thornax,, , ,P.C. Elias,x.1970, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,13.05,TRUE,TRUE,TRUE
Brasil,RS,Pelotas, ,-31.58117,-52.34116,Oxysarcodexia thornax,, , ,C.M. Biezanko,7.v.1963, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,22.64,TRUE,TRUE,TRUE
Brasil,ES,Baixo Guandu, ,-19.56988,-40.98284,Oxysarcodexia thornax,, , ,P.C. Elias,ix.1970, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,17.08,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia timida,, ,H.S. Lopes,H.S. Lopes,21.iii.1971, , ,Oxysarcodexia,timida,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,AM,Manaus,Reserva Ducke,-2.9879,-59.9463,Oxysarcodexia timida,, ,H.S. Lopes,L.Albuquerque,4.vii.1970, , ,Oxysarcodexia,timida,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,AM,Manaus,Estr. BR 17 - km38,-2.62592,-60.25963,Oxysarcodexia timida,, , , ,7.viii.1969, , ,Oxysarcodexia,timida,no,MZUSP,Poor,60.24,TRUE,TRUE,TRUE
Brasil,PA,Belém,Mosqueiro,-1.1667,-48.4667,Oxysarcodexia timida,, ,H.S. Lopes,E.Lobato,13-18.xi.1956, , ,Oxysarcodexia,timida,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,TO,Tocantinópolis, ,-6.25715,-47.53758,Oxysarcodexia timida,, ,H.S. Lopes,L.Gomes,ii.1965, , ,Oxysarcodexia,timida,no,MZUSP,Poor,18.52,TRUE,TRUE,TRUE
Brasil,RJ,Magé, ,-22.61359,-43.11314,Oxysarcodexia timida,, ,H.S. Lopes,H.Ebert,vii.1969, , ,Oxysarcodexia,timida,no,MZUSP,Poor,11.12,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Oxysarcodexia timida,, ,H.S. Lopes,H.S. Lopes,11.vi.1972, , ,Oxysarcodexia,timida,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,SC,Nova Teutônia, ,-27.18333,-52.38333,Oxysarcodexia culmiforceps,, ,C.A.Mello-Patiu,Fritz Plaumann,v.1971, ,300-500m,Oxysarcodexia,culmiforceps,no,MZUSP,Excellent, ,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia diana,, ,H.S. Lopes,H.S. Lopes,8.vi.1971, , ,Oxysarcodexia,diana,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Oxysarcodexia diana,, ,H.S. Lopes,H.S. Lopes,6.ii.1971, , ,Oxysarcodexia,diana,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,MA,Rosário,Igarapé Paraqueú,-2.94557,-44.20211,Oxysarcodexia diana,, ,H.S. Lopes,Berla,20-22.xi.1970, , ,Oxysarcodexia,diana,no,MZUSP,Poor,14.77,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Grajaú,-22.92322,-43.45093,Oxysarcodexia fluminensis,, ,H.S. Lopes,H.S. Lopes, , ,Parátipo; cultura 287,Oxysarcodexia,fluminensis,no,MZUSP,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia fluminensis,, ,H.S. Lopes,H.S. Lopes,5.xi.1971, , ,Oxysarcodexia,fluminensis,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,PA,Oriximina, ,0.25509,-57.14992,Oxysarcodexia intona,, ,H.S. Lopes, ,ix-x.1969, ,Exp.Perm.Amaz.,Oxysarcodexia,intona,no,MZUSP,Poor,185.07,TRUE,TRUE,TRUE
Brasil,MA,Rosário,Igarapé Paraqueú,-2.94557,-44.20211,Oxysarcodexia timida,, , ,Berla,20-22.xi.1970, , ,Oxysarcodexia,timida,no,MZUSP,Poor,14.77,TRUE,TRUE,TRUE
Brasil,SC,Nova Teutônia, ,-27.18333,-52.38333,Oxysarcodexia thornax,, ,C.A.Mello-Patiu,Fritz Plaumann,v.1971, ,300-500m,Oxysarcodexia,thornax,no,MZUSP,Excellent, ,TRUE,TRUE,TRUE
Brasil,PA,Santarém,Fazenda Taperinha,-2.4333,-54.7333,Oxysarcodexia xanthosoma,, ,H.S. Lopes, ,x-xi.1970, ,Exp.Perm.Amaz.,Oxysarcodexia,xanthosoma,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,TO,Tocantinópolis, ,-6.25715,-47.53758,Oxysarcodexia xanthosoma,, ,H.S. Lopes,L.Gomes,ii.1965, , ,Oxysarcodexia,xanthosoma,no,MZUSP,Poor,18.52,TRUE,TRUE,TRUE
Brasil,SP,Guatapará, ,-21.45329,-47.97991,Oxysarcodexia xanthosoma,, ,H.S. Lopes,E.X. Rabello,i.1945, , ,Oxysarcodexia,xanthosoma,no,MZUSP,Poor,11.47,TRUE,TRUE,TRUE
Brasil,SP,Itaquaquecetuba, ,-23.46146,-46.33388,Oxysarcodexia thornax,, ,H.S. Lopes,J.H. Guimarães,1.xi.1963, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,5.13,TRUE,TRUE,TRUE
Brasil,SP,Ilha de Santo Amaro,Prainha Branca,-23.9906,-46.2503,Oxysarcodexia thornax,, , ,F.Val,xi.1969, , ,Oxysarcodexia,thornax,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,MA,Porto Franco, ,-6.36887,-47.18017,Oxysarcodexia thornax,, ,C.A.Mello-Patiu,L.Gomes,ii.1965, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,21.24,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Cantareira,-23.4667,-46.6333,Oxysarcodexia thornax,, ,H.S. Lopes,M.P. Barretto,xi.1944, , ,Oxysarcodexia,thornax,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,MS,Caarapó,Faz. Pai Cué,-22.58763,-54.80459,Oxysarcodexia thornax,, , ,"G.R., Kloss",xi.1969, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,25.79,TRUE,TRUE,TRUE
Brasil,SP,Cubatão, ,-23.8659,-46.4082,Oxysarcodexia thornax,, , ,J.Lane,iii.1945, , ,Oxysarcodexia,thornax,no,MZUSP,Poor,6.74,TRUE,TRUE,TRUE
Brasil,RJ,Petrópolis,Taquara,-22.39855,-43.15731,Oxysarcodexia parva,, ,H.S. Lopes,H.S. Lopes,22.viii.1971, , ,Oxysarcodexia,parva,no,MZUSP,Poor,15.92,TRUE,TRUE,TRUE
Brasil,SP,São Paulo,Butantã,-23.65008,-46.64811,Oxysarcodexia parva,, ,H.S. Lopes,H.S. Lopes,ix.1971, , ,Oxysarcodexia,parva,no,MZUSP,Poor,22,TRUE,TRUE,TRUE
Brasil,RJ,Rio de Janeiro,Trapicheiro,-22.92322,-43.45093,Oxysarcodexia parva,, ,H.S. Lopes,H.S. Lopes,17.x.1970, , ,Oxysarcodexia,parva,no,MZUSP,Poor,19.55,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia parva,, ,H.S. Lopes,H.S. Lopes,24.ii.1971, , ,Oxysarcodexia,parva,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,RJ,Nova Friburgo,Mury,-22.2819,-42.5311,Oxysarcodexia parva,, ,H.S. Lopes,Gred & Guimarães,1-2.xi.1970, , ,Oxysarcodexia,parva,no,MZUSP,Poor, ,TRUE,TRUE,TRUE
Brasil,ES,Itaguaçu, ,-19.72844,-40.86457,Oxysarcodexia parva,, ,H.S. Lopes,P.C. Elias,x.1970, , ,Oxysarcodexia,parva,no,MZUSP,Poor,13.05,TRUE,TRUE,TRUE
Brasil,SP,Mogi das Cruzes, ,-23.56958,-46.18607,Oxysarcodexia parva,, ,H.S. Lopes,M. Carrera,30.ix.1939, , ,Oxysarcodexia,parva,no,MZUSP,Poor,15.06,TRUE,TRUE,TRUE
Brasil,SC,Lages, ,-28.02012,-50.34086,Oxysarcodexia paulistanensis,, ,H.S. Lopes,H.S. Lopes,13.i.1972, , ,Oxysarcodexia,paulistanensis,no,MZUSP,Poor,28.94,TRUE,TRUE,TRUE
Brasil,RJ,Angra dos Reis, ,-22.98678,-44.35299,Oxysarcodexia major,, ,H.S. Lopes,H.S. Lopes,6.ix.1971, ,on human feces,Oxysarcodexia,major,no,MZUSP,Poor,16.21,TRUE,TRUE,TRUE
Brasil,SP,Campos do Jordão,Eng. Lefevre,-22.70173,-45.53307,Oxysarcodexia varia,, ,H.S. Lopes,"J.Guimarães, Medeiros, L.Silva, A. Rocha L.T.F.",24.i.1968, , ,Oxysarcodexia,varia,no,MZUSP,Poor,9.62,TRUE,TRUE,TRUE
Brasil,RS,Bagé, ,-31.23672,-54.01676,Oxysarcodexia varia,, ,H.S. Lopes,C.Naruiento,x.1945, , ,Oxysarcodexia,varia,no,MZUSP,Poor,36.1,TRUE,TRUE,TRUE
